,falsified,rating,verified_purchase,sentiment,num_words_in_text,num_stopwords,num_words_in_text_no_stop,num_unique_words,mean_word_len,max_word_len,num_chars,num_punctuations,num_scentences_in_text,flesch_ease,flesch_kincaid_grade,automated_readability_index,overall_readability_index,total_sentiment,average_review_sentiment
2680,1,4,0,1,23,10,13,20,4.0,6,114,4,1,90.43,6.4,8.9,6.0,14.0,14.0
2681,1,4,0,1,42,21,21,35,4.261904761904762,11,220,4,3,82.65,5.2,5.6,6.0,9.0,3.0
2682,1,4,1,1,37,19,18,34,3.810810810810811,8,177,4,4,95.88,2.2,1.1,4.0,13.0,3.25
2683,1,2,0,0,43,28,15,37,3.697674418604651,15,201,9,2,91.95,5.8,6.7,6.0,5.0,2.5
2684,1,1,0,0,24,14,10,21,5.0,18,143,2,1,55.58,11.5,14.1,12.0,2.0,2.0
2685,1,2,0,0,28,18,10,25,3.7857142857142856,10,133,5,3,95.88,2.2,1.1,2.0,6.0,2.0
2686,1,1,0,0,30,18,12,29,3.8,9,143,4,2,98.55,3.2,4.0,4.0,5.0,2.5
2687,1,4,0,1,53,29,24,47,4.39622641509434,10,285,9,5,94.56,2.7,4.6,5.0,17.0,3.4
2688,1,2,0,0,54,29,25,45,4.111111111111111,12,275,6,1,42.05,20.8,24.9,21.0,5.0,5.0
2689,1,2,0,0,35,19,16,28,4.4,11,188,10,1,52.87,14.6,16.8,8.0,8.0,8.0
2690,1,2,0,0,84,46,38,69,4.333333333333333,12,450,13,1,3.14,33.7,41.0,12.0,9.0,9.0
2691,1,4,1,1,30,19,11,27,3.8333333333333335,9,144,5,3,103.63,1.3,1.6,4.0,11.0,3.6666666666666665
2692,1,3,0,0,40,24,16,34,3.825,13,192,5,2,85.02,6.4,6.6,7.0,9.0,4.5
2693,1,1,0,0,30,15,15,29,4.8,11,173,8,5,82.31,3.3,4.2,5.0,12.0,2.4
2694,1,2,0,0,56,32,24,43,4.107142857142857,12,286,4,3,69.41,8.2,7.3,7.0,8.0,2.6666666666666665
2695,1,4,1,1,23,11,12,22,3.8695652173913038,7,111,5,4,116.35,-1.6,-0.4,0.0,12.0,3.0
2696,1,4,0,1,50,18,32,43,4.36,10,267,17,4,84.17,4.6,5.4,6.0,38.0,9.5
2697,1,4,0,1,68,33,35,58,4.485294117647058,10,372,10,8,88.23,3.1,4.0,6.0,25.0,3.125
2698,1,4,1,1,41,24,17,32,4.146341463414634,11,210,9,3,91.41,3.9,5.0,5.0,11.0,3.6666666666666665
2699,1,4,0,1,96,41,55,83,4.354166666666667,9,513,6,4,72.5,9.1,11.1,10.0,14.0,3.5
2700,1,3,0,0,40,24,16,36,4.4,13,215,5,3,74.9,6.1,6.0,7.0,9.0,3.0
2701,1,2,0,0,26,14,12,26,4.230769230769232,8,135,8,3,88.02,3.1,2.8,3.0,12.0,4.0
2702,1,4,0,1,18,9,9,16,4.777777777777779,11,104,3,1,61.67,9.1,10.1,9.0,7.0,7.0
2703,1,3,0,0,30,16,14,27,4.3,10,158,6,2,81.63,5.6,6.3,6.0,7.0,3.5
2704,1,3,0,0,48,22,26,41,4.520833333333333,14,264,10,3,80.62,6.0,7.9,6.0,9.0,3.0
2705,1,2,0,0,46,26,20,37,4.565217391304348,13,255,10,3,81.33,5.7,7.8,8.0,10.0,3.333333333333333
2706,1,4,0,1,42,25,17,35,3.809523809523809,10,201,4,1,62.69,15.0,17.5,8.0,9.0,9.0
2707,1,4,1,1,63,39,24,46,3.7142857142857135,13,299,7,1,41.37,23.1,27.5,0.0,20.0,20.0
2708,1,3,0,0,51,28,23,38,3.9607843137254894,12,252,5,1,45.09,19.6,22.7,20.0,11.0,11.0
2709,1,2,0,0,52,24,28,42,5.153846153846153,11,319,6,3,53.92,10.0,11.5,12.0,6.0,2.0
2710,1,4,0,1,46,24,22,38,3.9130434782608696,9,225,4,3,89.79,4.5,4.7,5.0,9.0,3.0
2711,1,4,0,1,41,16,25,40,4.8048780487804885,12,237,8,3,66.44,7.3,8.5,8.0,8.0,2.6666666666666665
2712,1,3,0,0,54,29,25,46,4.203703703703703,12,280,6,5,94.35,2.8,3.8,5.0,17.0,3.4
2713,1,1,0,0,31,17,14,29,4.290322580645161,10,163,3,2,81.12,5.8,6.5,7.0,5.0,2.5
2714,1,2,0,0,45,25,20,33,4.733333333333333,13,257,7,3,65.01,7.8,8.7,8.0,9.0,3.0
2715,1,3,0,0,69,34,35,56,4.304347826086956,12,365,10,6,85.18,4.2,4.6,6.0,16.0,2.6666666666666665
2716,1,1,0,0,33,18,15,30,3.9090909090909087,9,161,5,4,96.89,1.8,1.1,2.0,12.0,3.0
2717,1,3,0,0,27,12,15,24,5.148148148148149,9,165,6,2,74.69,6.2,9.6,7.0,6.0,3.0
2718,1,4,0,1,26,11,15,24,4.1923076923076925,7,134,1,1,62.01,11.1,11.3,8.0,4.0,4.0
2719,1,1,1,0,21,11,10,20,4.380952380952381,10,112,2,3,81.29,3.7,2.7,4.0,7.0,2.333333333333333
2720,1,2,0,0,18,9,9,18,5.0555555555555545,9,108,3,3,90.77,2.1,5.4,2.0,10.0,3.333333333333333
2721,1,1,0,0,37,18,19,34,5.0540540540540535,11,223,6,4,70.5,5.7,7.0,7.0,13.0,3.25
2722,1,2,0,0,41,25,16,35,3.8780487804878048,13,199,12,1,72.16,13.4,17.3,0.0,2.0,2.0
2723,1,4,0,1,69,39,30,47,4.144927536231884,10,354,3,3,81.97,7.5,9.6,7.0,8.0,2.6666666666666665
2724,1,4,0,1,44,26,18,36,3.9090909090909087,9,215,5,3,90.39,4.3,4.3,7.0,11.0,3.6666666666666665
2725,1,4,0,1,49,25,24,43,4.285714285714286,10,258,8,4,84.37,4.5,4.9,6.0,13.0,3.25
2726,1,4,0,1,29,13,16,26,4.689655172413794,9,164,4,4,89.45,2.6,4.3,3.0,13.0,3.25
2727,1,4,0,1,21,8,13,19,4.6190476190476195,10,117,3,2,77.74,5.0,5.6,6.0,6.0,3.0
2728,1,4,0,1,73,39,34,55,4.972602739726027,15,435,7,4,52.9,10.4,11.1,12.0,12.0,3.0
2729,1,2,0,0,39,21,18,34,4.794871794871796,12,225,3,3,66.74,7.2,7.6,8.0,7.0,2.333333333333333
2730,1,3,0,0,64,39,25,55,3.84375,14,309,14,4,80.62,6.0,4.7,8.0,11.0,2.75
2731,1,4,0,1,51,23,28,45,4.6078431372549025,13,285,8,5,69.58,6.1,5.4,6.0,16.0,3.2
2732,1,2,0,0,56,24,32,45,4.892857142857143,11,329,4,3,60.95,9.4,10.9,12.0,10.0,3.333333333333333
2733,1,1,0,0,36,13,23,29,4.5,9,197,3,2,70.13,8.0,8.8,8.0,8.0,4.0
2734,1,4,0,1,38,22,16,30,3.9736842105263164,9,188,4,4,95.67,2.3,2.0,4.0,14.0,3.5
2735,1,2,0,0,45,26,19,38,3.9777777777777783,10,223,9,4,93.85,3.0,2.9,3.0,9.0,2.25
2736,1,1,0,0,38,18,20,35,4.7368421052631575,9,217,5,3,75.5,5.9,7.2,7.0,10.0,3.333333333333333
2737,1,3,0,0,39,16,23,31,4.538461538461538,13,215,4,4,78.45,4.8,4.8,7.0,10.0,2.5
2738,1,4,0,1,40,20,20,34,4.725,12,228,10,5,80.28,4.1,4.8,6.0,17.0,3.4
2739,1,2,0,0,42,20,22,32,4.761904761904762,12,241,5,3,65.73,7.6,8.0,8.0,6.0,2.0
2740,1,4,0,1,35,20,15,30,3.8571428571428568,8,171,5,1,69.79,12.2,14.3,5.0,8.0,8.0
2741,1,2,0,0,38,20,18,31,4.3157894736842115,11,201,7,4,78.75,4.6,3.7,5.0,9.0,2.25
2742,1,4,0,1,31,12,19,31,4.483870967741935,8,169,6,2,81.12,5.8,7.4,6.0,8.0,4.0
2743,1,4,0,1,48,32,16,32,3.6458333333333335,7,222,2,1,65.06,16.1,19.8,20.0,4.0,4.0
2744,1,4,0,1,65,39,26,46,4.015384615384615,11,325,9,5,83.66,4.8,4.0,5.0,15.0,3.0
2745,1,2,0,0,38,22,16,30,4.026315789473684,13,190,4,3,92.42,3.5,3.9,4.0,7.0,2.333333333333333
2746,1,3,0,0,27,12,15,26,4.37037037037037,10,144,4,4,81.49,3.6,2.5,3.0,15.0,3.75
2747,1,3,0,0,42,23,19,33,4.738095238095238,10,240,7,4,86.2,3.8,6.1,6.0,13.0,3.25
2748,1,3,0,0,21,14,7,20,4.238095238095238,9,109,2,1,75.54,7.9,9.0,7.0,2.0,2.0
2749,1,4,0,1,31,13,18,27,4.451612903225806,11,168,6,5,82.1,3.3,2.6,3.0,19.0,3.8
2750,1,4,0,1,64,34,30,48,4.078125,8,324,5,4,89.08,4.8,5.8,6.0,13.0,3.25
2751,1,1,1,0,37,20,17,34,4.081081081081081,13,187,5,3,84.37,4.5,4.0,6.0,6.0,2.0
2752,1,4,0,1,87,45,42,67,4.126436781609195,14,445,13,5,88.06,5.2,6.9,9.0,19.0,3.8
2753,1,4,0,1,37,20,17,29,3.783783783783784,8,176,2,2,86.54,5.8,5.6,6.0,8.0,4.0
2754,1,4,0,1,43,25,18,33,4.372093023255814,14,230,2,2,75.03,8.1,9.9,8.0,6.0,3.0
2756,1,4,0,1,24,9,15,24,5.125,16,146,5,1,64.04,10.3,14.7,8.0,10.0,10.0
2757,1,3,0,0,37,20,17,33,4.45945945945946,11,201,7,1,50.84,15.4,18.1,0.0,10.0,10.0
2758,1,4,0,1,42,20,22,37,3.8333333333333335,12,202,6,3,91.11,4.0,3.6,4.0,11.0,3.6666666666666665
2759,1,4,0,1,25,11,14,24,4.44,12,135,5,3,96.89,1.8,3.6,5.0,13.0,4.333333333333333
2760,1,1,0,0,58,32,26,44,4.379310344827586,13,311,6,3,77.27,7.3,8.9,12.0,6.0,2.0
2762,1,4,0,1,75,43,32,56,4.1866666666666665,12,388,7,5,81.63,5.6,5.8,6.0,15.0,3.0
2763,1,4,0,1,39,23,16,35,4.307692307692308,10,206,6,3,83.66,4.8,5.4,6.0,9.0,3.0
2764,1,1,0,0,27,17,10,24,3.4814814814814814,7,120,3,2,100.07,2.7,1.7,2.0,6.0,3.0
2766,1,3,1,0,60,35,25,45,4.15,13,308,9,4,81.63,5.6,5.6,6.0,12.0,3.0
2767,1,2,0,0,49,25,24,43,3.8571428571428568,10,237,9,4,93.34,3.2,3.4,6.0,12.0,3.0
2768,1,3,0,0,28,17,11,26,3.7857142857142856,8,133,5,3,104.34,1.0,1.1,1.0,8.0,2.6666666666666665
2769,1,4,0,1,24,12,12,19,4.291666666666667,10,126,4,2,76.22,5.6,4.8,6.0,8.0,4.0
2770,1,4,0,1,34,16,18,29,5.088235294117646,11,206,4,2,45.76,11.1,11.0,11.0,6.0,3.0
2771,1,3,0,0,24,15,9,21,4.083333333333333,9,121,2,2,93.14,3.3,3.8,6.0,8.0,4.0
2772,1,3,0,0,40,21,19,36,4.025,8,200,4,3,83.36,4.9,4.2,5.0,7.0,2.333333333333333
2773,1,4,0,1,26,14,12,24,4.5769230769230775,9,144,4,3,88.02,3.1,4.5,6.0,10.0,3.333333333333333
2774,1,1,0,0,55,28,27,46,4.1090909090909085,9,281,2,1,41.03,21.2,25.4,8.0,5.0,5.0
2775,1,1,0,0,37,18,19,33,5.0,14,221,4,2,61.16,9.3,11.4,11.0,12.0,6.0
2777,1,4,0,1,33,20,13,29,5.0,12,197,6,3,68.77,6.4,7.6,8.0,10.0,3.333333333333333
2778,1,4,0,1,46,24,22,38,4.260869565217392,10,241,9,4,85.18,4.2,4.4,6.0,16.0,4.0
2779,1,4,0,1,20,10,10,20,4.4,10,108,3,2,61.33,7.2,4.3,6.0,9.0,4.5
2780,1,1,1,0,23,12,11,22,3.695652173913044,7,107,4,2,94.15,2.9,2.3,3.0,7.0,3.5
2781,1,4,0,1,48,30,18,37,3.3541666666666665,7,208,3,3,106.0,2.4,2.3,2.0,8.0,2.6666666666666665
2782,1,4,0,1,31,16,15,26,4.483870967741935,12,169,4,2,81.12,5.8,7.4,6.0,9.0,4.5
2783,1,4,0,1,46,24,22,38,3.8695652173913038,10,223,5,2,81.97,7.5,8.3,8.0,6.0,3.0
2784,1,4,0,1,23,10,13,21,5.130434782608695,11,140,7,2,59.8,7.8,8.5,10.0,10.0,5.0
2785,1,4,0,1,37,23,14,30,3.702702702702703,9,173,6,3,92.83,3.4,2.2,6.0,9.0,3.0
2786,1,2,0,0,46,27,19,39,4.021739130434782,10,230,6,3,89.79,4.5,5.2,5.0,8.0,2.6666666666666665
2787,1,2,1,0,24,14,10,20,4.0,10,119,2,2,76.22,5.6,3.4,6.0,6.0,3.0
2788,1,2,1,0,27,15,12,25,4.407407407407407,11,145,2,2,83.15,5.0,6.1,7.0,4.0,2.0
2789,1,4,0,1,50,26,24,39,4.22,11,260,5,1,46.11,19.3,23.4,8.0,8.0,8.0
2790,1,2,0,0,42,22,20,38,4.309523809523808,13,222,8,2,75.54,7.9,9.4,7.0,4.0,2.0
2791,1,4,0,1,41,25,16,32,4.073170731707316,9,207,4,3,82.95,5.1,4.6,7.0,9.0,3.0
2792,1,4,0,1,51,26,25,45,4.431372549019608,12,276,4,3,79.6,6.4,7.9,8.0,10.0,3.333333333333333
2793,1,3,0,0,65,32,33,54,4.7384615384615385,16,372,14,5,66.74,7.2,7.4,8.0,14.0,2.8
2794,1,4,0,1,42,21,21,30,4.142857142857143,10,215,5,3,74.19,6.4,5.1,6.0,19.0,6.333333333333332
2795,1,4,0,1,37,20,17,35,3.783783783783784,8,177,6,1,67.76,13.0,14.9,15.0,6.0,6.0
2796,1,3,0,0,45,23,22,38,4.4,9,242,5,4,85.39,4.2,4.9,6.0,14.0,3.5
2797,1,1,0,0,19,9,10,17,4.526315789473684,11,104,8,1,77.57,7.2,9.4,7.0,2.0,2.0
2798,1,1,0,0,92,46,46,66,4.076086956521738,12,466,5,4,73.51,8.7,9.3,7.0,12.0,3.0
2799,1,3,0,0,27,14,13,25,4.481481481481481,8,147,4,2,83.15,5.0,6.4,7.0,7.0,3.5
2800,1,2,0,0,41,24,17,34,3.829268292682927,12,197,6,4,94.86,2.6,1.7,3.0,10.0,2.5
2801,1,4,0,1,57,29,28,48,3.701754385964912,8,267,3,3,86.03,6.0,5.5,6.0,9.0,3.0
2802,1,1,1,0,40,16,24,37,4.325,8,212,5,2,85.02,6.4,9.0,9.0,7.0,3.5
2804,1,1,0,0,50,26,24,40,3.88,9,244,4,1,46.11,19.3,21.8,22.0,6.0,6.0
2805,1,3,0,0,30,14,16,29,4.066666666666666,13,153,5,1,74.87,10.3,12.7,13.0,11.0,11.0
2806,1,4,0,1,28,17,11,25,4.035714285714286,8,140,3,2,91.11,4.0,4.6,5.0,6.0,3.0
2807,1,4,0,1,32,18,14,28,3.65625,8,148,8,2,97.54,3.6,3.8,4.0,9.0,4.5
2808,1,3,0,0,36,16,20,32,4.361111111111111,8,192,8,3,84.68,4.4,5.1,6.0,13.0,4.333333333333333
2809,1,2,1,0,59,29,30,54,4.576271186440677,15,328,11,3,68.4,8.6,10.0,9.0,8.0,2.6666666666666665
2811,1,4,0,1,21,2,19,6,5.476190476190476,8,135,0,1,41.7,12.7,14.9,15.0,2.0,2.0
2812,1,3,1,0,49,26,23,45,4.346938775510204,13,261,9,3,71.85,7.3,7.2,7.0,8.0,2.6666666666666665
2813,1,1,0,0,35,18,17,32,3.7142857142857135,8,164,2,2,79.09,6.6,4.8,7.0,4.0,2.0
2814,1,4,0,1,33,18,15,30,3.636363636363636,8,152,5,2,88.57,5.0,4.0,8.0,9.0,4.5
2815,1,4,0,1,41,23,18,35,4.2682926829268295,9,215,2,1,55.24,15.7,19.2,16.0,2.0,2.0
2816,1,1,0,0,56,30,26,42,3.9642857142857135,13,277,5,3,77.87,7.0,6.6,7.0,8.0,2.6666666666666665
2817,1,1,0,0,59,35,24,51,4.186440677966102,10,305,6,3,93.78,5.1,8.1,8.0,6.0,2.0
2818,1,4,0,1,52,26,26,43,4.5,10,285,7,4,92.12,3.6,6.3,6.0,15.0,3.75
2819,1,1,0,0,35,18,17,32,4.942857142857143,13,207,7,6,82.51,3.2,4.8,7.0,17.0,2.833333333333333
2820,1,2,0,0,42,24,18,37,3.7142857142857135,9,197,5,2,84.0,6.8,6.5,7.0,5.0,2.5
2821,1,1,0,0,52,32,20,45,4.019230769230768,9,260,7,3,79.3,6.5,6.2,7.0,8.0,2.6666666666666665
2822,1,3,0,0,42,24,18,38,4.142857142857143,10,215,3,2,84.0,6.8,8.6,7.0,6.0,3.0
2823,1,4,0,1,27,19,8,25,4.481481481481481,12,147,3,2,74.69,6.2,6.4,7.0,6.0,3.0
2824,1,3,0,0,24,11,13,22,4.333333333333333,10,127,3,1,80.96,7.9,11.0,8.0,3.0,3.0
2825,1,4,0,1,41,25,16,37,4.048780487804878,10,206,4,3,91.41,3.9,4.5,6.0,11.0,3.6666666666666665
2826,1,1,0,0,78,35,43,65,4.243589743589744,14,408,7,5,72.56,7.0,6.3,7.0,12.0,2.4
2827,1,1,1,0,21,8,13,21,4.523809523809524,11,116,4,1,75.54,7.9,10.4,8.0,6.0,6.0
2828,1,3,0,0,35,17,18,31,4.771428571428571,13,201,5,2,62.17,8.9,9.8,9.0,9.0,4.5
2829,1,4,1,1,29,12,17,25,4.482758620689656,11,158,14,4,89.45,2.6,3.3,3.0,15.0,3.75
2830,1,4,0,1,45,24,21,39,3.755555555555556,10,213,8,1,59.64,16.1,18.8,19.0,3.0,3.0
2831,1,1,0,0,50,20,30,43,4.34,13,266,5,2,71.48,9.5,11.5,8.0,5.0,2.5
2832,1,4,0,1,47,25,22,43,4.1063829787234045,10,239,3,3,80.92,5.9,5.8,6.0,10.0,3.333333333333333
2833,1,4,0,1,43,17,26,37,4.813953488372093,12,249,6,4,85.89,4.0,6.6,7.0,13.0,3.25
2834,1,4,0,1,24,10,14,24,4.208333333333333,13,124,3,2,93.14,3.3,4.4,6.0,6.0,3.0
2835,1,2,0,0,27,18,9,23,3.703703703703704,9,126,3,2,100.07,2.7,2.7,3.0,6.0,3.0
2836,1,4,0,1,24,14,10,24,3.875,11,116,5,2,93.14,3.3,2.8,3.0,8.0,4.0
2837,1,4,0,1,29,17,12,28,4.0,11,144,4,2,90.6,4.2,4.7,5.0,6.0,3.0
2838,1,2,0,0,88,45,43,66,4.204545454545454,10,457,8,5,79.19,6.5,7.3,7.0,12.0,2.4
2839,1,4,1,1,30,14,16,26,3.966666666666667,13,148,7,2,82.14,5.4,5.1,7.0,11.0,5.5
2841,1,4,0,1,59,35,24,44,4.288135593220339,10,311,8,4,81.83,5.5,6.2,6.0,14.0,3.5
2842,1,4,1,1,40,21,19,34,4.375,9,214,3,2,68.1,8.7,9.2,9.0,6.0,3.0
2843,1,2,0,0,60,40,20,43,3.983333333333333,13,298,6,4,81.63,5.6,4.8,6.0,11.0,2.75
2844,1,4,0,1,48,25,23,41,4.083333333333333,10,243,4,2,72.5,9.1,9.8,10.0,8.0,4.0
2845,1,2,0,0,44,24,20,41,4.409090909090909,10,239,6,1,52.2,16.9,21.3,8.0,6.0,6.0
2846,1,1,0,0,26,13,13,23,4.884615384615385,8,152,5,3,79.56,4.3,5.9,6.0,7.0,2.333333333333333
2847,1,3,0,0,32,14,18,32,4.90625,11,188,5,3,69.07,6.3,7.0,7.0,7.0,2.333333333333333
2848,1,4,1,1,19,9,10,19,5.0,11,113,4,2,78.75,4.6,6.9,7.0,8.0,4.0
2849,1,1,0,0,53,21,32,44,5.886792452830187,22,365,14,1,9.22,25.1,32.8,25.0,5.0,5.0
2850,1,3,0,0,46,27,19,38,3.847826086956522,11,222,4,3,89.79,4.5,4.4,7.0,8.0,2.6666666666666665
2851,1,3,1,0,46,25,21,38,4.0,10,229,6,4,93.64,3.1,3.2,4.0,14.0,3.5
2853,1,1,1,0,25,14,11,21,4.36,11,134,3,2,75.71,5.8,5.4,6.0,8.0,4.0
2854,1,4,0,1,24,13,11,24,3.9583333333333335,9,118,2,1,80.96,7.9,9.2,6.0,2.0,2.0
2855,1,4,0,1,20,10,10,20,4.3,8,105,3,2,78.25,4.8,3.8,5.0,8.0,4.0
2856,1,1,0,0,23,7,16,21,5.913043478260869,12,158,3,2,26.47,12.3,13.2,13.0,5.0,2.5
2857,1,1,0,0,57,31,26,47,4.333333333333333,11,303,8,3,77.57,7.2,8.5,7.0,10.0,3.333333333333333
2858,1,4,0,1,44,26,18,38,4.136363636363637,8,225,10,3,90.39,4.3,5.4,6.0,8.0,2.6666666666666665
2859,1,2,1,0,36,20,16,34,4.25,8,188,6,3,93.14,3.3,4.6,5.0,7.0,2.333333333333333
2860,1,4,1,1,29,20,9,23,4.103448275862069,12,147,4,2,90.6,4.2,5.1,5.0,8.0,4.0
2861,1,2,0,0,38,21,17,31,3.684210526315789,7,178,3,1,75.21,12.2,14.9,15.0,6.0,6.0
2862,1,4,0,1,47,20,27,42,4.1914893617021285,12,243,9,1,57.61,16.9,21.8,7.0,4.0,4.0
2864,1,4,0,1,45,26,19,37,3.844444444444445,10,217,3,3,81.63,5.6,4.2,6.0,10.0,3.333333333333333
2865,1,1,0,0,41,15,26,37,4.8048780487804885,9,237,8,2,76.05,7.7,11.4,8.0,8.0,4.0
2866,1,4,0,1,61,38,23,48,3.901639344262295,10,298,6,4,89.79,4.5,4.6,5.0,16.0,4.0
2868,1,2,0,0,81,33,48,66,4.691358024691358,10,460,9,3,60.99,11.5,14.2,14.0,8.0,2.6666666666666665
2869,1,4,0,1,34,16,18,32,4.794117647058823,12,196,5,4,71.31,5.4,5.4,5.0,13.0,3.25
2870,1,4,0,1,57,31,26,52,4.245614035087719,11,298,9,4,90.8,4.1,5.7,6.0,14.0,3.5
2871,1,3,0,0,40,23,17,35,4.075,9,202,5,4,86.71,3.7,2.8,6.0,13.0,3.25
2872,1,4,0,1,33,18,15,26,4.151515151515151,9,169,3,3,94.15,2.9,3.6,5.0,10.0,3.333333333333333
2873,1,1,1,0,22,11,11,22,4.954545454545454,13,130,10,1,57.61,10.7,12.9,13.0,12.0,12.0
2874,1,3,0,0,39,20,19,33,4.153846153846153,10,200,13,4,95.37,2.4,3.0,3.0,10.0,2.5
2875,1,4,1,1,21,9,12,20,4.190476190476192,9,108,5,2,86.71,3.7,4.3,6.0,11.0,5.5
2876,1,4,0,1,36,19,17,34,4.194444444444445,9,186,6,4,87.72,3.3,2.8,3.0,14.0,3.5
2877,1,3,0,0,27,15,12,23,4.481481481481481,9,147,3,3,96.18,2.1,4.2,4.0,12.0,4.0
2878,1,4,0,1,37,20,17,34,4.162162162162162,11,190,3,2,78.08,7.0,7.4,7.0,7.0,3.5
2879,1,2,1,0,18,8,10,18,5.111111111111111,9,109,3,1,53.21,10.3,11.6,12.0,2.0,2.0
2880,1,4,0,1,63,37,26,47,3.73015873015873,11,300,5,2,73.34,10.9,11.9,11.0,17.0,8.5
2881,1,3,1,0,30,15,15,29,3.9,7,146,5,3,103.63,1.3,1.9,4.0,7.0,2.333333333333333
2882,1,2,0,0,35,15,20,31,4.971428571428572,9,210,7,1,27.49,18.1,19.5,11.0,6.0,6.0
2883,1,1,0,0,29,14,15,27,4.931034482758621,11,171,6,3,78.55,4.7,6.6,5.0,8.0,2.6666666666666665
2884,1,4,0,1,21,7,14,21,4.666666666666667,12,119,2,1,58.62,10.3,11.1,10.0,6.0,6.0
2885,1,1,1,0,36,17,19,34,4.305555555555555,9,190,10,3,84.68,4.4,4.9,6.0,6.0,2.0
2887,1,4,1,1,36,23,13,28,3.25,7,152,4,2,95.51,4.4,2.9,8.0,5.0,2.5
2888,1,3,0,0,22,14,8,19,3.954545454545455,12,108,2,2,94.15,2.9,2.7,3.0,9.0,4.5
2889,1,4,0,1,68,38,30,52,4.014705882352942,10,340,6,4,88.06,5.2,6.0,6.0,11.0,2.75
2890,1,4,0,1,47,22,25,39,4.48936170212766,13,257,7,3,73.17,6.8,8.2,8.0,11.0,3.6666666666666665
2891,1,2,0,0,75,42,33,62,4.12,11,383,12,6,84.17,4.6,4.2,5.0,19.0,3.1666666666666665
2892,1,4,0,1,45,25,20,37,3.844444444444445,10,217,6,5,96.18,2.1,1.2,2.0,18.0,3.6
2893,1,3,1,0,40,23,17,29,3.5,8,179,3,1,73.18,13.0,15.1,7.0,6.0,6.0
2894,1,4,0,1,44,20,24,38,3.977272727272727,9,218,7,5,88.13,3.1,2.0,4.0,18.0,3.6
2895,1,3,0,0,44,19,25,39,4.477272727272728,11,240,18,6,89.45,2.6,3.3,3.0,21.0,3.5
2896,1,3,0,0,43,25,18,31,4.3023255813953485,11,227,3,3,82.34,5.3,6.0,6.0,11.0,3.6666666666666665
2897,1,1,0,0,90,55,35,66,4.122222222222222,10,460,10,4,74.02,8.5,9.2,7.0,8.0,2.0
2898,1,1,0,0,63,34,29,52,4.285714285714286,10,332,10,5,84.07,4.7,5.1,6.0,11.0,2.2
2899,1,1,0,0,32,13,19,31,4.21875,9,166,5,2,80.62,6.0,6.4,6.0,7.0,3.5
2900,1,1,0,0,24,13,11,23,4.791666666666667,10,139,5,1,55.58,11.5,13.1,12.0,5.0,5.0
2901,1,4,0,1,40,26,14,33,4.25,13,209,3,1,64.72,14.2,18.6,8.0,2.0,2.0
2903,1,3,0,0,65,36,29,47,3.892307692307692,9,317,4,2,72.84,11.1,13.2,6.0,4.0,2.0
2904,1,1,0,0,33,21,12,29,4.090909090909091,11,167,3,2,97.03,3.8,6.1,8.0,4.0,2.0
2906,1,3,0,0,19,9,10,19,4.578947368421051,14,105,3,2,78.75,4.6,4.9,5.0,9.0,4.5
2907,1,2,0,0,57,36,21,46,4.192982456140351,10,295,5,5,85.28,4.2,4.0,6.0,15.0,3.0
2908,1,4,0,1,25,13,12,24,3.68,8,116,2,2,101.09,2.3,2.2,3.0,7.0,3.5
2909,1,1,0,0,48,27,21,42,4.854166666666667,11,281,6,1,31.22,20.8,25.4,21.0,7.0,7.0
2911,1,1,0,0,22,15,7,22,4.545454545454546,13,121,2,1,74.53,8.3,11.0,11.0,2.0,2.0
2912,1,1,0,0,68,33,35,55,4.191176470588236,9,352,9,7,87.01,3.5,3.2,4.0,18.0,2.571428571428572
2913,1,1,0,0,37,21,16,31,3.9459459459459465,9,182,7,3,101.29,2.2,3.3,6.0,7.0,2.333333333333333
2914,1,1,0,0,49,26,23,44,4.1020408163265305,11,249,6,3,88.77,4.9,6.0,6.0,9.0,3.0
2915,1,4,0,1,42,18,24,37,4.785714285714286,10,246,8,1,37.31,18.5,22.1,19.0,18.0,18.0
2916,1,4,0,1,70,37,33,54,4.042857142857144,11,352,7,5,82.65,5.2,4.6,5.0,19.0,3.8
2917,1,1,0,0,42,23,19,36,4.047619047619048,9,211,5,3,91.11,4.0,4.6,5.0,10.0,3.333333333333333
2918,1,3,0,0,26,15,11,25,4.269230769230768,12,136,5,4,98.72,1.1,1.9,6.0,14.0,3.5
2919,1,3,0,0,57,30,27,46,4.175438596491228,12,294,5,5,85.28,4.2,4.0,6.0,15.0,3.0
2920,1,4,0,1,62,36,26,50,4.5,12,340,6,3,67.38,9.0,10.1,9.0,13.0,4.333333333333333
2921,1,4,0,1,43,16,27,38,5.72093023255814,15,288,11,2,41.19,12.9,16.3,15.0,8.0,4.0
2922,1,3,0,0,39,24,15,32,4.17948717948718,12,201,5,3,75.2,6.0,4.8,6.0,8.0,2.6666666666666665
2923,1,1,0,0,62,29,33,56,4.564516129032258,11,344,10,4,81.12,5.8,7.8,8.0,12.0,3.0
2924,1,2,0,0,40,16,24,38,4.225,9,208,5,3,83.36,4.9,5.1,6.0,9.0,3.0
2925,1,2,0,0,22,14,8,19,4.045454545454546,9,110,3,2,85.69,4.0,3.1,4.0,6.0,3.0
2926,1,3,0,0,35,20,15,30,4.257142857142857,10,183,5,2,79.09,6.6,7.4,7.0,4.0,2.0
